Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Region Midtjylland;Sexual offenses, total;375;338;299;444;407;369;429;362;431;396;608;932;792;1001
Region Midtjylland;Incest, etc.;17;10;9;12;9;7;7;4;6;10;5;4;49;11
Region Midtjylland;Rape, etc.;86;74;54;49;59;64;56;54;59;88;75;118;147;141
Region Midtjylland;Heterosexual offence against a child under 12 (Repealed in 2013);26;36;28;21;35;34;10;0;0;0;0;0;0;0
Region Midtjylland;Sexual offence against a child under 12 (New from 2013);0;0;0;0;0;0;18;23;46;22;58;44;48;200
Region Midtjylland;Any other kind of heterosexual offence (Repealed in 2013);62;51;61;49;34;68;26;0;0;0;0;0;0;0
Region Midtjylland;Sexual offence against a child under 15 (New from 2013);0;0;0;0;0;0;14;54;26;24;23;29;52;36
Region Midtjylland;Any other kind of sexual offence (New from 2013);0;0;0;0;0;0;9;15;8;21;35;32;37;39
Region Midtjylland;Homosexual offence against a child under 12 (Repealed in 2013);1;2;3;0;1;0;1;0;0;0;0;0;0;0
Region Midtjylland;Any other kind of homosexual offence (Repealed in 2013);0;0;0;1;3;3;1;0;0;0;0;0;0;0
Region Midtjylland;Offence against public decency by groping;65;63;47;193;120;83;87;88;55;74;94;87;97;144
Region Midtjylland;Offence against public decency by indecent exposure;23;9;15;27;37;30;27;29;39;33;38;50;68;73
Region Midtjylland;Any other kind of offence against public decency;42;41;38;47;61;44;133;51;80;89;80;228;194;266
Region Midtjylland;Prostitution, etc.;53;52;44;45;48;36;40;44;112;35;200;340;100;91
Region Midtjylland;Crimes of violence, total;3081;3029;2834;3060;3120;2989;2685;2729;2591;3006;3459;3834;4034;3750
Region Midtjylland;Violence against public authority;453;374;436;526;603;652;619;656;574;754;914;1142;1069;1051
Region Midtjylland;Unlawful assembly/disturbance of public order;0;1;2;0;1;16;1;7;10;27;23;31;66;16
Region Midtjylland;Homicide;10;12;8;7;5;5;11;9;8;7;2;10;7;10
Region Midtjylland;Attempted homicide;35;31;31;24;22;15;18;21;23;16;23;18;14;16
Region Midtjylland;Coercive control;0;0;0;0;0;0;0;0;0;0;0;0;10;24
Region Midtjylland;Common assault;1630;1605;1418;1427;1436;1360;1160;1149;1130;1192;1380;1461;1636;1352
Region Midtjylland;Assault causing actual bodily harm;272;319;281;379;347;300;252;243;237;250;292;286;316;303
Region Midtjylland;Particularly aggravated assault;2;2;2;1;2;2;1;0;2;2;2;2;3;1
Region Midtjylland;Unprovoked assault;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Region Midtjylland;Any other kind of intentional trespass to the person;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Region Midtjylland;Intentional bodily harm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Region Midtjylland;Causing death or bodily harm by negligence;14;9;9;4;5;4;2;4;4;5;3;5;3;7
Region Midtjylland;Offences against life and limb;52;72;61;74;65;49;56;59;68;78;72;73;81;95
Region Midtjylland;Offences against personal liberty;32;39;46;53;44;44;88;63;46;58;79;105;75;95
Region Midtjylland;Threats;581;565;540;565;590;542;477;518;489;617;669;701;754;780
Region Midtjylland;Offences against property, total;9855;9724;10298;10489;10919;11308;10704;11733;10260;12403;11897;10755;11300;12602
Region Midtjylland;Forgery;214;183;155;233;232;377;188;174;167;241;183;111;275;310
Region Midtjylland;Cheque forgery;61;27;72;43;19;39;10;51;4;3;0;0;0;0
Region Midtjylland;Arson;105;133;120;108;108;63;88;63;52;83;69;120;108;113
Region Midtjylland;Burglary - business and community;431;429;566;485;455;465;441;310;287;244;302;338;296;316
Region Midtjylland;Residential burglaries;662;672;697;609;833;733;537;432;519;385;309;599;332;329
Region Midtjylland;Burglary (uninhabited buildings);150;163;183;155;226;174;132;138;119;151;107;183;120;163
Region Midtjylland;Theft from conveyances;417;351;336;327;289;289;314;190;166;117;120;202;157;172
Region Midtjylland;Shoplifting, etc.;2536;2955;3138;2889;2937;3379;3076;2966;2665;2649;2474;2772;2761;2837
Region Midtjylland;Other kinds of theft;1698;1538;1578;1870;2089;2103;1825;1787;1630;2294;1501;1108;1006;1163
Region Midtjylland;Theft of/taking vehicle without the owners consent (TWOC);644;667;646;593;547;487;431;411;328;309;404;354;374;394
Region Midtjylland;Theft of/taking moped without the owners consent (TWOC);198;112;84;71;70;70;49;46;20;16;24;22;21;25
Region Midtjylland;Theft of/taking bicycle without the owners consent (TWOC);73;48;62;61;124;110;168;163;77;98;256;88;158;121
Region Midtjylland;Theft of/taking other objects without the owners consent (TWOC);160;191;188;180;203;214;216;185;132;130;137;138;104;159
Region Midtjylland;Theft by finding;74;94;70;88;116;98;99;87;75;57;66;47;57;66
Region Midtjylland;Embezzlement;61;57;59;51;43;117;95;118;125;87;683;658;675;337
Region Midtjylland;Fraud;600;528;666;1127;1034;1044;1464;2230;1678;3431;3342;2030;2842;3080
Region Midtjylland;Fraud by cheque;35;61;41;49;25;23;19;33;5;2;1;0;0;0
Region Midtjylland;Fraud by abuse of position;11;9;10;14;20;29;91;46;11;22;138;287;251;33
Region Midtjylland;Blackmail and usury;17;26;28;24;34;40;59;67;73;39;49;57;54;95
Region Midtjylland;Fraud against creditors;11;3;13;29;23;12;14;8;22;10;3;8;10;10
Region Midtjylland;Handling stolen goods;372;289;322;395;355;372;333;445;239;212;600;159;641;275
Region Midtjylland;Robbery;172;284;282;228;222;196;186;175;161;151;158;138;125;163
Region Midtjylland;Aggravated tax evasion etc.;69;59;34;64;20;13;30;16;20;26;18;59;30;13
Region Midtjylland;Malicious damage to property;1052;822;918;768;857;814;783;696;851;697;658;704;754;879
Region Midtjylland;Receiving stolen goods by negligence;3;3;3;1;7;4;6;3;1;1;0;1;4;2
Region Midtjylland;Offence against and infringement of property;29;20;27;27;31;43;50;893;833;948;295;572;145;1547
Region Midtjylland;Other offences, total;989;961;963;1038;1426;1077;1024;969;957;1343;1126;1475;1696;1581
Region Midtjylland;Offences against public authority, etc.;214;266;206;271;259;322;320;294;281;328;451;652;521;578
Region Midtjylland;Offences by public servants;4;13;6;3;4;4;2;20;20;55;9;154;14;63
Region Midtjylland;Perjury;15;12;20;20;37;17;17;10;13;13;13;12;15;9
Region Midtjylland;Any other kind of false statement;228;170;180;183;247;228;219;190;214;178;181;155;255;208
Region Midtjylland;Offences concerning money and evidence;58;72;54;59;58;94;79;103;72;401;50;42;372;72
Region Midtjylland;Trafficking of drugs, etc.;137;111;114;149;147;145;125;95;121;102;113;151;187;267
Region Midtjylland;Smuggling etc. of drugs;2;23;4;8;5;7;12;3;8;3;2;26;7;18
Region Midtjylland;General public offences etc.;10;27;63;67;68;58;54;62;40;80;70;43;68;47
Region Midtjylland;Illegal trade, etc.;11;4;7;11;13;10;21;10;2;2;4;5;3;0
Region Midtjylland;Family relation offences;5;5;5;4;3;11;6;6;5;5;9;5;5;3
Region Midtjylland;Involuntary manslaughter etc. in connection with traffic accident;76;69;78;86;60;56;59;53;51;49;60;68;60;50
Region Midtjylland;Non-molestation order (Repealed in 2012);131;115;115;73;419;16;0;0;0;0;0;0;0;0
Region Midtjylland;Invasion of privacy and defamation;98;74;111;104;106;109;110;123;130;127;164;162;189;266
Region Midtjylland;Special acts, total;6283;6606;6667;7924;11491;11935;11712;11444;12060;10519;9944;12784;20312;14570
Region Midtjylland;Euphoriants Act;3190;3467;3362;3576;4179;4483;4588;4255;4166;3447;4155;4746;5674;5204
Region Midtjylland;The Offensive Weapons Act;1212;1439;1314;1232;1180;1074;1184;1167;1241;1362;1547;2473;3343;2218
Region Midtjylland;Tax legislation and fiscal acts, etc.;17;10;12;24;35;170;347;296;247;164;161;264;296;632
Region Midtjylland;Other special acts in criminal law;595;547;621;1393;3544;3669;3272;3777;4700;3871;2809;3281;8679;4203
Region Midtjylland;Health and social security legislation;172;191;203;188;218;215;189;169;112;97;76;143;157;333
Region Midtjylland;Building and housing legislation;2;2;3;5;9;2;5;1;4;2;1;0;0;1
Region Midtjylland;The environmental protection act;44;96;83;148;170;172;206;171;161;70;38;283;128;317
Region Midtjylland;Legislation on animals, hunting, etc.;328;301;410;570;761;715;614;505;480;388;254;351;375;460
Region Midtjylland;Legislation on employment, transport, etc.;328;252;392;445;968;752;597;404;331;338;280;591;905;861
Region Midtjylland;The Companies Act;0;3;3;3;7;35;20;6;5;3;2;2;11;19
Region Midtjylland;Legislation on the national defence;73;37;46;49;36;88;195;173;159;402;356;353;411;158
Region Midtjylland;Legislation applying to public utilities;17;5;9;11;11;15;7;7;1;0;1;0;3;4
Region Midtjylland;Legislation on gambling, licencing, trade;305;256;206;273;368;537;486;495;439;371;260;295;329;158
Region Midtjylland;Any other special legislation;0;0;3;7;5;8;2;18;14;4;4;2;1;2
Region Midtjylland;Special legislation, unspecified;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Region Nordjylland;Nature of the offence, total;9469;8953;10046;10193;13778;13291;13933;14478;13417;14253;12909;14157;12675;11650
Region Nordjylland;Penal Code, total;6743;6302;6781;6498;7323;6714;6809;7286;7193;7670;7559;7716;6612;6428
Region Nordjylland;Penal code, unspecified;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Region Nordjylland;Sexual offenses, total;197;163;171;217;191;202;164;218;171;199;312;556;351;362
Region Nordjylland;Incest, etc.;4;10;8;11;8;14;8;4;5;1;7;3;2;1
Region Nordjylland;Rape, etc.;45;29;30;33;37;32;29;37;39;44;67;60;59;86
Region Nordjylland;Heterosexual offence against a child under 12 (Repealed in 2013);14;17;18;29;24;13;11;0;0;0;0;0;0;0
Region Nordjylland;Sexual offence against a child under 12 (New from 2013);0;0;0;0;0;0;15;23;17;13;15;16;14;15
Region Nordjylland;Any other kind of heterosexual offence (Repealed in 2013);32;40;30;34;24;28;14;0;0;0;0;0;0;0
Region Nordjylland;Sexual offence against a child under 15 (New from 2013);0;0;0;0;0;0;5;21;24;21;23;25;28;33
Region Nordjylland;Any other kind of sexual offence (New from 2013);0;0;0;0;0;0;7;5;9;13;10;12;27;18
Region Nordjylland;Homosexual offence against a child under 12 (Repealed in 2013);1;0;0;2;0;6;0;0;0;0;0;0;0;0
Region Nordjylland;Any other kind of homosexual offence (Repealed in 2013);6;0;2;3;0;1;0;0;0;0;0;0;0;0
Region Nordjylland;Offence against public decency by groping;32;22;25;26;41;35;27;53;30;45;39;37;46;53
Region Nordjylland;Offence against public decency by indecent exposure;12;7;16;19;10;8;12;14;13;18;16;25;36;38
Region Nordjylland;Any other kind of offence against public decency;38;25;25;48;30;47;21;40;29;28;67;235;86;92
Region Nordjylland;Prostitution, etc.;13;13;17;12;17;18;15;21;5;16;68;143;53;26
Region Nordjylland;Crimes of violence, total;1412;1253;1196;1255;1277;1273;1207;1118;1138;1198;1344;1351;1367;1364
Region Nordjylland;Violence against public authority;197;201;149;202;181;228;230;236;246;272;335;331;297;331
Region Nordjylland;Unlawful assembly/disturbance of public order;0;0;0;0;1;0;0;7;1;0;3;4;1;0
Region Nordjylland;Homicide;5;4;4;3;0;2;3;5;5;5;9;5;1;4
Region Nordjylland;Attempted homicide;15;10;8;3;8;9;9;4;3;6;11;9;3;8
Region Nordjylland;Coercive control;0;0;0;0;0;0;0;0;0;0;0;0;4;7
Region Nordjylland;Common assault;765;687;620;600;651;595;593;485;498;529;556;530;604;515
Region Nordjylland;Assault causing actual bodily harm;101;116;94;120;115;132;121;109;101;103;111;120;117;133
Region Nordjylland;Particularly aggravated assault;14;0;2;0;1;1;1;1;2;2;1;1;1;2
Region Nordjylland;Unprovoked assault;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Region Nordjylland;Any other kind of intentional trespass to the person;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Region Nordjylland;Intentional bodily harm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Region Nordjylland;Causing death or bodily harm by negligence;5;3;3;1;2;0;1;5;7;2;3;4;2;1
Region Nordjylland;Offences against life and limb;28;20;32;34;33;33;27;23;37;33;16;34;19;31
Region Nordjylland;Offences against personal liberty;19;19;20;28;18;23;11;23;21;14;47;28;23;25
Region Nordjylland;Threats;263;193;264;264;267;250;211;220;217;232;252;285;295;307
Region Nordjylland;Offences against property, total;4791;4521;4991;4552;5383;4810;4995;5576;5498;5922;5490;5357;4449;4257
Region Nordjylland;Forgery;96;88;91;108;162;157;320;294;166;165;187;109;67;197
Region Nordjylland;Cheque forgery;34;19;19;7;3;4;0;1;12;8;0;0;0;0
Region Nordjylland;Arson;51;34;49;65;55;40;54;37;16;61;41;60;36;52
Region Nordjylland;Burglary - business and community;240;301;381;275;290;211;203;125;146;146;145;135;160;150
Region Nordjylland;Residential burglaries;251;238;332;309;269;219;219;188;163;164;188;184;161;133
Region Nordjylland;Burglary (uninhabited buildings);131;114;115;59;235;146;69;78;104;91;95;90;333;103
Region Nordjylland;Theft from conveyances;191;180;149;131;148;93;122;71;52;54;129;116;47;69
Region Nordjylland;Shoplifting, etc.;1263;1160;1379;1094;1206;1264;1320;1443;1304;1300;1235;1234;1032;948
Region Nordjylland;Other kinds of theft;846;744;815;751;1169;1010;1026;955;599;518;577;429;440;464
Region Nordjylland;Theft of/taking vehicle without the owners consent (TWOC);306;393;359;307;305;208;171;138;155;116;184;142;127;110
Region Nordjylland;Theft of/taking moped without the owners consent (TWOC);82;70;50;45;46;38;24;14;14;7;13;14;16;8
Region Nordjylland;Theft of/taking bicycle without the owners consent (TWOC);20;28;31;42;42;62;75;57;56;62;46;33;62;45
Region Nordjylland;Theft of/taking other objects without the owners consent (TWOC);97;112;100;110;158;91;111;59;63;67;55;62;57;52
Region Nordjylland;Theft by finding;41;40;39;55;58;48;37;59;26;23;33;22;28;16
Region Nordjylland;Embezzlement;16;11;19;25;26;31;23;146;98;970;329;998;18;145
Region Nordjylland;Fraud;378;293;354;473;515;545;591;1203;1004;1429;1662;1053;1385;1195
Region Nordjylland;Fraud by cheque;15;19;15;23;26;1;5;3;16;7;0;0;0;0
Region Nordjylland;Fraud by abuse of position;3;9;5;5;6;13;48;1;26;178;61;17;88;31
Region Nordjylland;Blackmail and usury;24;8;10;18;15;9;11;16;15;13;31;17;10;18
Region Nordjylland;Fraud against creditors;4;1;11;17;10;11;6;22;9;3;1;3;3;5
Region Nordjylland;Handling stolen goods;140;136;161;153;153;114;164;147;89;81;46;42;31;56
Region Nordjylland;Robbery;70;90;82;88;89;65;51;44;52;39;70;57;57;50
Region Nordjylland;Aggravated tax evasion etc.;41;25;7;9;14;15;9;6;11;10;19;6;3;16
Region Nordjylland;Malicious damage to property;436;397;404;366;359;395;317;433;400;379;320;364;272;311
Region Nordjylland;Receiving stolen goods by negligence;3;0;2;3;3;6;0;1;1;0;0;0;0;0
Region Nordjylland;Offence against and infringement of property;12;11;12;14;21;14;19;35;901;31;23;170;16;83
Region Nordjylland;Other offences, total;343;365;423;474;472;429;443;374;386;351;413;452;445;445
Region Nordjylland;Offences against public authority, etc.;74;70;98;95;114;108;84;82;93;77;120;127;112;132
Region Nordjylland;Offences by public servants;2;8;4;10;2;5;4;2;3;1;4;28;3;4
Region Nordjylland;Perjury;5;3;4;5;5;6;11;5;7;4;0;3;1;2
Region Nordjylland;Any other kind of false statement;63;79;72;78;99;86;89;67;65;62;63;65;46;61
Region Nordjylland;Offences concerning money and evidence;13;16;35;65;33;22;34;34;43;22;12;22;35;14
Region Nordjylland;Trafficking of drugs, etc.;62;54;41;53;60;61;104;77;46;57;60;61;65;76
Region Nordjylland;Smuggling etc. of drugs;2;7;4;0;2;4;4;4;4;0;7;7;2;2
Region Nordjylland;General public offences etc.;8;8;52;43;26;40;20;13;20;35;31;28;32;17
Region Nordjylland;Illegal trade, etc.;0;0;0;6;0;0;0;0;0;0;3;1;0;0
Region Nordjylland;Family relation offences;3;2;2;3;5;1;3;4;2;3;1;2;2;2
Region Nordjylland;Involuntary manslaughter etc. in connection with traffic accident;28;23;23;34;33;23;26;13;16;24;25;24;25;14
Region Nordjylland;Non-molestation order (Repealed in 2012);37;47;43;40;35;13;0;0;0;0;0;0;0;0
Region Nordjylland;Invasion of privacy and defamation;46;48;45;42;58;60;64;73;87;66;87;84;122;121
Region Nordjylland;Special acts, total;2726;2651;3265;3695;6455;6577;7124;7192;6224;6583;5350;6441;6063;5222
Region Nordjylland;Euphoriants Act;1013;1108;1293;1362;1725;1693;2209;2208;1758;1845;2000;2040;1886;1516
Region Nordjylland;The Offensive Weapons Act;431;484;552;591;696;584;553;446;580;603;692;808;752;868
Region Nordjylland;Tax legislation and fiscal acts, etc.;24;9;10;33;40;140;221;222;150;147;68;186;157;360
Region Nordjylland;Other special acts in criminal law;396;280;369;471;2413;2395;2187;2516;2343;2336;1314;1714;1741;1096
Region Nordjylland;Health and social security legislation;119;160;116;172;166;193;170;125;129;127;98;83;69;107
Region Nordjylland;Building and housing legislation;1;0;2;5;2;0;2;0;1;1;1;0;0;1
Region Nordjylland;The environmental protection act;29;61;83;72;87;126;130;201;145;157;54;205;112;230
Region Nordjylland;Legislation on animals, hunting, etc.;266;194;256;499;642;604;491;437;304;246;165;268;275;263
Region Nordjylland;Legislation on employment, transport, etc.;192;139;298;224;331;323;431;377;292;247;220;286;430;595
Region Nordjylland;The Companies Act;1;1;2;4;9;18;7;7;2;10;13;2;9;4
Region Nordjylland;Legislation on the national defence;71;42;71;46;59;155;292;263;245;582;485;501;356;66
Region Nordjylland;Legislation applying to public utilities;7;4;12;3;12;5;8;7;1;3;2;4;3;1
Region Nordjylland;Legislation on gambling, licencing, trade;174;168;201;213;272;341;423;312;270;275;234;341;271;107
Region Nordjylland;Any other special legislation;2;1;0;0;1;0;0;71;4;4;4;3;2;8
Region Nordjylland;Special legislation, unspecified;0;0;0;0;0;0;0;0;0;0;0;0;0;0
